Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2024-04-06,PRD001,ST01,278.0,2333.07,0,1
2024-04-07,PRD001,ST01,281.0,2796.78,0,1
2024-04-08,PRD001,ST01,269.0,2313.45,0,0
2024-04-09,PRD001,ST01,278.0,2585.04,0,0
2024-04-10,PRD001,ST01,263.0,2879.7,0,0
2024-04-11,PRD001,ST01,270.0,2674.1,0,0
2024-04-12,PRD001,ST01,258.0,2451.92,0,0
2024-04-13,PRD001,ST01,263.0,2518.99,0,1
2024-04-14,PRD001,ST01,276.0,2715.23,0,1
2024-04-15,PRD001,ST01,276.0,3074.66,0,0
2024-04-16,PRD001,ST01,311.0,3597.75,0,0
2024-04-17,PRD001,ST01,288.0,3404.55,0,0
2024-04-18,PRD001,ST01,311.0,3466.91,1,0
2024-04-19,PRD001,ST01,263.0,2435.81,0,0
2024-04-20,PRD001,ST01,248.0,2666.63,0,1
2024-04-21,PRD001,ST01,279.0,2720.37,0,1
2024-04-22,PRD001,ST01,302.0,2723.64,1,0
2024-04-23,PRD001,ST01,320.0,3636.32,0,0
2024-04-24,PRD001,ST01,313.0,2552.11,1,0
2024-04-25,PRD001,ST01,282.0,3273.19,0,0
2024-04-26,PRD001,ST01,294.0,2894.7,1,0
2024-04-27,PRD001,ST01,259.0,2732.14,0,1
2024-04-28,PRD001,ST01,327.0,3478.43,1,1
2024-04-29,PRD001,ST01,283.0,3277.27,0,0
2024-04-30,PRD001,ST01,295.0,3111.27,0,0
2024-05-01,PRD001,ST01,272.0,2843.96,0,0
2024-05-02,PRD001,ST01,299.0,2471.72,0,0
2024-05-03,PRD001,ST01,244.0,2457.97,0,0
2024-05-04,PRD001,ST01,315.0,2709.21,1,1
2024-05-05,PRD001,ST01,342.0,3744.81,1,1
2024-05-06,PRD001,ST01,256.0,2572.52,0,0
2024-05-07,PRD001,ST01,274.0,2937.53,0,0
2024-05-08,PRD001,ST01,287.0,2343.84,0,0
2024-05-09,PRD001,ST01,270.0,2251.58,0,0
2024-05-10,PRD001,ST01,241.0,2618.54,0,0
2024-05-11,PRD001,ST01,277.0,2295.87,0,1
2024-05-12,PRD001,ST01,262.0,2170.68,0,1
2024-05-13,PRD001,ST01,277.0,2229.42,0,0
2024-05-14,PRD001,ST01,268.0,3169.37,0,0
2024-05-15,PRD001,ST01,308.0,3372.61,0,0
2024-05-16,PRD001,ST01,264.0,2485.03,0,0
2024-05-17,PRD001,ST01,258.0,2370.02,0,0
2024-05-18,PRD001,ST01,317.0,2979.42,1,1
2024-05-19,PRD001,ST01,259.0,2874.54,0,1
2024-05-20,PRD001,ST01,272.0,2895.57,0,0
2024-05-21,PRD001,ST01,300.0,2622.23,0,0
2024-05-22,PRD001,ST01,259.0,2252.38,0,0
2024-05-23,PRD001,ST01,307.0,2576.83,1,0
2024-05-24,PRD001,ST01,265.0,2819.92,0,0
2024-05-25,PRD001,ST01,285.0,3151.38,0,1
2024-05-26,PRD001,ST01,257.0,2328.47,0,1
2024-05-27,PRD001,ST01,277.0,2239.21,1,0
2024-05-28,PRD001,ST01,316.0,2631.86,1,0
2024-05-29,PRD001,ST01,286.0,3395.23,0,0
2024-05-30,PRD001,ST01,276.0,2534.17,0,0
2024-05-31,PRD001,ST01,265.0,2935.38,0,0
2024-06-01,PRD001,ST01,291.0,3055.11,1,1
2024-06-02,PRD001,ST01,277.0,2639.19,0,1
2024-06-03,PRD001,ST01,299.0,2638.0,1,0
2024-06-04,PRD001,ST01,266.0,2257.16,0,0
2024-06-05,PRD001,ST01,307.0,3211.24,0,0
2024-06-06,PRD001,ST01,278.0,3085.39,0,0
2024-06-07,PRD001,ST01,239.0,2527.57,0,0
2024-06-08,PRD001,ST01,279.0,2823.82,0,1
2024-06-09,PRD001,ST01,257.0,2099.13,0,1
2024-06-10,PRD001,ST01,275.0,3265.34,0,0
2024-06-11,PRD001,ST01,292.0,3268.9,0,0
2024-06-12,PRD001,ST01,264.0,2421.22,0,0
2024-06-13,PRD001,ST01,283.0,3373.33,0,0
2024-06-14,PRD001,ST01,291.0,3028.59,1,0
2024-06-15,PRD001,ST01,309.0,3191.87,1,1
2024-06-16,PRD001,ST01,327.0,3594.48,1,1
2024-06-17,PRD001,ST01,287.0,3227.91,1,0
2024-06-18,PRD001,ST01,260.0,2762.74,0,0
2024-06-19,PRD001,ST01,261.0,2221.73,0,0
2024-06-20,PRD001,ST01,253.0,2366.33,0,0
2024-06-21,PRD001,ST01,251.0,2939.8,0,0
2024-06-22,PRD001,ST01,269.0,2393.69,0,1
2024-06-23,PRD001,ST01,270.0,2561.94,0,1
2024-06-24,PRD001,ST01,270.0,2626.64,0,0
2024-06-25,PRD001,ST01,269.0,2624.8,0,0
2024-06-26,PRD001,ST01,293.0,3062.37,0,0
2024-06-27,PRD001,ST01,259.0,3049.03,0,0
2024-06-28,PRD001,ST01,290.0,2599.2,0,0
2024-06-29,PRD001,ST01,270.0,2291.22,0,1
2024-06-30,PRD001,ST01,281.0,2469.96,1,1
2024-07-01,PRD001,ST01,239.0,2759.9,0,0
2024-07-02,PRD001,ST01,274.0,2899.81,0,0
2024-07-03,PRD001,ST01,295.0,2697.37,1,0
2024-07-04,PRD001,ST01,301.0,3390.4,1,0
2024-07-05,PRD001,ST01,284.0,3250.52,1,0
2024-07-06,PRD001,ST01,257.0,2926.22,0,1
2024-07-07,PRD001,ST01,248.0,2895.58,0,1
2024-07-08,PRD001,ST01,230.0,2072.06,0,0
2024-07-09,PRD001,ST01,257.0,2832.18,0,0
2024-07-10,PRD001,ST01,279.0,2745.96,0,0
2024-07-11,PRD001,ST01,261.0,2967.05,0,0
2024-07-12,PRD001,ST01,226.0,2466.56,0,0
2024-07-13,PRD001,ST01,258.0,2865.29,0,1
2024-07-14,PRD001,ST01,264.0,2804.91,0,1
2024-07-15,PRD001,ST01,236.0,2055.49,0,0
2024-07-16,PRD001,ST01,263.0,2677.37,0,0
2024-07-17,PRD001,ST01,264.0,3151.81,0,0
2024-07-18,PRD001,ST01,238.0,2796.39,0,0
2024-07-19,PRD001,ST01,277.0,2263.84,1,0
2024-07-20,PRD001,ST01,262.0,2268.73,0,1
2024-07-21,PRD001,ST01,272.0,2319.32,0,1
2024-07-22,PRD001,ST01,263.0,2867.73,0,0
2024-07-23,PRD001,ST01,238.0,2682.53,0,0
2024-07-24,PRD001,ST01,247.0,2186.95,0,0
2024-07-25,PRD001,ST01,260.0,2606.09,0,0
2024-07-26,PRD001,ST01,247.0,2806.61,0,0
2024-07-27,PRD001,ST01,259.0,2831.18,0,1
2024-07-28,PRD001,ST01,341.0,3467.61,1,1
2024-07-29,PRD001,ST01,253.0,2621.43,0,0
2024-07-30,PRD001,ST01,273.0,2739.13,0,0
2024-07-31,PRD001,ST01,303.0,2784.63,1,0
2024-08-01,PRD001,ST01,290.0,2975.43,1,0
2024-08-02,PRD001,ST01,232.0,2495.29,0,0
2024-08-03,PRD001,ST01,260.0,2988.26,0,1
2024-08-04,PRD001,ST01,240.0,2530.84,0,1
2024-08-05,PRD001,ST01,239.0,2639.63,0,0
2024-08-06,PRD001,ST01,247.0,2134.15,0,0
2024-08-07,PRD001,ST01,258.0,2540.33,0,0
2024-08-08,PRD001,ST01,283.0,2274.56,0,0
2024-08-09,PRD001,ST01,237.0,2129.85,1,0
2024-08-10,PRD001,ST01,287.0,3129.98,1,1
2024-08-11,PRD001,ST01,225.0,2692.63,0,1
2024-08-12,PRD001,ST01,234.0,1964.83,0,0
2024-08-13,PRD001,ST01,269.0,2584.01,0,0
2024-08-14,PRD001,ST01,256.0,2867.27,0,0
2024-08-15,PRD001,ST01,231.0,2036.53,0,0
2024-08-16,PRD001,ST01,223.0,2279.14,0,0
2024-08-17,PRD001,ST01,256.0,2798.67,0,1
2024-08-18,PRD001,ST01,237.0,2479.95,0,1
2024-08-19,PRD001,ST01,243.0,2126.76,0,0
2024-08-20,PRD001,ST01,252.0,2374.23,0,0
2024-08-21,PRD001,ST01,244.0,2716.98,0,0
2024-08-22,PRD001,ST01,278.0,2840.3,0,0
2024-08-23,PRD001,ST01,272.0,2181.69,1,0
2024-08-24,PRD001,ST01,214.0,2363.41,0,1
2024-08-25,PRD001,ST01,250.0,2035.31,0,1
2024-08-26,PRD001,ST01,229.0,2515.09,0,0
2024-08-27,PRD001,ST01,263.0,2317.01,0,0
2024-08-28,PRD001,ST01,241.0,2851.58,0,0
2024-08-29,PRD001,ST01,243.0,2301.64,0,0
2024-08-30,PRD001,ST01,239.0,2224.55,0,0
2024-08-31,PRD001,ST01,257.0,2209.06,0,1
2024-09-01,PRD001,ST01,259.0,2388.61,1,1
2024-09-02,PRD001,ST01,233.0,2681.04,0,0
2024-09-03,PRD001,ST01,243.0,2912.44,0,0
2024-09-04,PRD001,ST01,273.0,2586.19,1,0
2024-09-05,PRD001,ST01,271.0,2654.29,0,0
2024-09-06,PRD001,ST01,268.0,2918.06,1,0
2024-09-07,PRD001,ST01,225.0,2597.58,0,1
2024-09-08,PRD001,ST01,260.0,2696.77,0,1
2024-09-09,PRD001,ST01,270.0,2582.85,0,0
2024-09-10,PRD001,ST01,266.0,2567.03,0,0
2024-09-11,PRD001,ST01,230.0,2479.97,0,0
2024-09-12,PRD001,ST01,238.0,1907.06,0,0
2024-09-13,PRD001,ST01,251.0,2630.07,0,0
2024-09-14,PRD001,ST01,234.0,2204.74,0,1
2024-09-15,PRD001,ST01,254.0,2838.9,0,1
2024-09-16,PRD001,ST01,281.0,2352.52,1,0
2024-09-17,PRD001,ST01,267.0,2764.2,1,0
2024-09-18,PRD001,ST01,283.0,2808.46,1,0
2024-09-19,PRD001,ST01,197.0,2082.15,0,0
2024-09-20,PRD001,ST01,218.0,1800.55,0,0
2024-09-21,PRD001,ST01,241.0,2487.1,0,1
2024-09-22,PRD001,ST01,230.0,2356.57,0,1
2024-09-23,PRD001,ST01,265.0,2714.3,0,0
2024-09-24,PRD001,ST01,231.0,2405.62,0,0
2024-09-25,PRD001,ST01,249.0,2665.76,0,0
2024-09-26,PRD001,ST01,249.0,2793.77,0,0
2024-09-27,PRD001,ST01,256.0,2324.3,0,0
2024-09-28,PRD001,ST01,225.0,2542.54,0,1
2024-09-29,PRD001,ST01,267.0,2668.14,0,1
2024-09-30,PRD001,ST01,272.0,2259.84,1,0
2024-10-01,PRD001,ST01,239.0,1967.97,0,0
2024-10-02,PRD001,ST01,264.0,2464.96,0,0
2024-10-03,PRD001,ST01,252.0,2807.18,0,0
2024-10-04,PRD001,ST01,228.0,2469.41,0,0
2024-10-05,PRD001,ST01,250.0,2788.61,0,1
2024-10-06,PRD001,ST01,246.0,2476.99,0,1
2024-10-07,PRD001,ST01,246.0,2401.16,0,0
2024-10-08,PRD001,ST01,266.0,2284.89,0,0
2024-10-09,PRD001,ST01,283.0,2635.51,0,0
2024-10-10,PRD001,ST01,233.0,2268.51,0,0
2024-10-11,PRD001,ST01,301.0,2514.67,1,0
2024-10-12,PRD001,ST01,222.0,1971.9,0,1
2024-10-13,PRD001,ST01,253.0,2629.4,0,1
2024-10-14,PRD001,ST01,286.0,3129.6,1,0
2024-10-15,PRD001,ST01,264.0,3166.25,0,0
2024-10-16,PRD001,ST01,253.0,2968.31,0,0
2024-10-17,PRD001,ST01,252.0,2663.71,0,0
2024-10-18,PRD001,ST01,235.0,2275.97,0,0
2024-10-19,PRD001,ST01,276.0,2910.34,1,1
2024-10-20,PRD001,ST01,271.0,3019.65,0,1
2024-10-21,PRD001,ST01,286.0,2423.38,1,0
2024-10-22,PRD001,ST01,252.0,2429.18,0,0
2024-10-23,PRD001,ST01,280.0,3180.58,0,0
2024-10-24,PRD001,ST01,263.0,2507.79,0,0
2024-10-25,PRD001,ST01,259.0,2664.46,0,0
2024-10-26,PRD001,ST01,268.0,2774.09,0,1
2024-10-27,PRD001,ST01,280.0,2446.61,1,1
2024-10-28,PRD001,ST01,246.0,2324.44,0,0
2024-10-29,PRD001,ST01,308.0,2876.12,1,0
2024-10-30,PRD001,ST01,280.0,2269.34,0,0
2024-10-31,PRD001,ST01,293.0,2372.35,1,0
2024-11-01,PRD001,ST01,252.0,2854.35,0,0
2024-11-02,PRD001,ST01,282.0,2564.02,0,1
2024-11-03,PRD001,ST01,258.0,2598.66,0,1
2024-11-04,PRD001,ST01,267.0,2455.04,0,0
2024-11-05,PRD001,ST01,269.0,3164.17,0,0
2024-11-06,PRD001,ST01,272.0,2458.11,0,0
2024-11-07,PRD001,ST01,284.0,2760.09,0,0
2024-11-08,PRD001,ST01,298.0,3424.29,1,0
2024-11-09,PRD001,ST01,280.0,3182.97,0,1
2024-11-10,PRD001,ST01,291.0,2544.62,0,1
2024-11-11,PRD001,ST01,264.0,2959.59,0,0
2024-11-12,PRD001,ST01,287.0,2822.0,0,0
2024-11-13,PRD001,ST01,276.0,2741.2,0,0
2024-11-14,PRD001,ST01,278.0,2372.43,0,0
2024-11-15,PRD001,ST01,259.0,2155.5,0,0
2024-11-16,PRD001,ST01,275.0,3000.73,0,1
2024-11-17,PRD001,ST01,286.0,2855.95,0,1
2024-11-18,PRD001,ST01,257.0,2505.08,0,0
2024-11-19,PRD001,ST01,314.0,3428.26,0,0
2024-11-20,PRD001,ST01,271.0,2997.82,0,0
2024-11-21,PRD001,ST01,260.0,2245.26,0,0
2024-11-22,PRD001,ST01,284.0,2965.22,0,0
2024-11-23,PRD001,ST01,291.0,2485.55,0,1
2024-11-24,PRD001,ST01,292.0,3213.61,0,1
2024-11-25,PRD001,ST01,285.0,3028.93,0,0
2024-11-26,PRD001,ST01,288.0,3406.02,0,0
2024-11-27,PRD001,ST01,278.0,2300.68,0,0
2024-11-28,PRD001,ST01,286.0,2353.27,0,0
2024-11-29,PRD001,ST01,262.0,2391.73,0,0
2024-11-30,PRD001,ST01,300.0,2714.05,0,1
2024-12-01,PRD001,ST01,317.0,2849.17,1,1
2024-12-02,PRD001,ST01,269.0,3127.13,0,0
2024-12-03,PRD001,ST01,289.0,2600.48,0,0
2024-12-04,PRD001,ST01,304.0,2762.69,0,0
2024-12-05,PRD001,ST01,282.0,3112.6,0,0
2024-12-06,PRD001,ST01,266.0,2606.52,0,0
2024-12-07,PRD001,ST01,325.0,3609.72,1,1
2024-12-08,PRD001,ST01,299.0,2470.18,0,1
2024-12-09,PRD001,ST01,281.0,2796.03,0,0
2024-12-10,PRD001,ST01,294.0,2391.53,0,0
2024-12-11,PRD001,ST01,308.0,2541.19,0,0
2024-12-12,PRD001,ST01,276.0,3208.71,0,0
2024-12-13,PRD001,ST01,264.0,2259.04,0,0
2024-12-14,PRD001,ST01,287.0,2907.22,0,1
2024-12-15,PRD001,ST01,299.0,2883.67,0,1
2024-12-16,PRD001,ST01,299.0,2807.42,0,0
2024-12-17,PRD001,ST01,330.0,3827.78,0,0
2024-12-18,PRD001,ST01,324.0,2620.28,0,0
2024-12-19,PRD001,ST01,302.0,3217.86,0,0
2024-12-20,PRD001,ST01,292.0,3461.24,0,0
2024-12-21,PRD001,ST01,290.0,2969.8,0,1
2024-12-22,PRD001,ST01,309.0,3629.91,0,1
2024-12-23,PRD001,ST01,297.0,2438.08,0,0
2024-12-24,PRD001,ST01,319.0,3086.38,0,0
2024-12-25,PRD001,ST01,306.0,2766.43,0,0
2024-12-26,PRD001,ST01,319.0,3484.53,0,0
2024-12-27,PRD001,ST01,322.0,3839.91,0,0
2024-12-28,PRD001,ST01,310.0,2798.1,0,1
2024-12-29,PRD001,ST01,322.0,3418.58,0,1
2024-12-30,PRD001,ST01,319.0,2804.77,0,0
2024-12-31,PRD001,ST01,345.0,3540.16,1,0
2025-01-01,PRD001,ST01,328.0,3232.68,0,0
2025-01-02,PRD001,ST01,318.0,3780.39,0,0
2025-01-03,PRD001,ST01,307.0,3203.27,0,0
2025-01-04,PRD001,ST01,337.0,3167.13,1,1
2025-01-05,PRD001,ST01,323.0,2731.41,0,1
2025-01-06,PRD001,ST01,323.0,2779.41,0,0
2025-01-07,PRD001,ST01,350.0,3115.44,0,0
2025-01-08,PRD001,ST01,346.0,3115.34,0,0
2025-01-09,PRD001,ST01,357.0,4070.68,0,0
2025-01-10,PRD001,ST01,331.0,3391.06,1,0
2025-01-11,PRD001,ST01,339.0,3421.72,0,1
2025-01-12,PRD001,ST01,332.0,2808.41,0,1
2025-01-13,PRD001,ST01,355.0,4061.4,0,0
2025-01-14,PRD001,ST01,323.0,3517.88,0,0
2025-01-15,PRD001,ST01,326.0,2696.24,0,0
2025-01-16,PRD001,ST01,323.0,3498.52,0,0
2025-01-17,PRD001,ST01,288.0,2930.16,0,0
2025-01-18,PRD001,ST01,325.0,2706.24,0,1
2025-01-19,PRD001,ST01,325.0,3195.79,0,1
2025-01-20,PRD001,ST01,331.0,3289.74,0,0
2025-01-21,PRD001,ST01,377.0,3265.99,1,0
2025-01-22,PRD001,ST01,374.0,4406.76,0,0
2025-01-23,PRD001,ST01,383.0,4366.16,1,0
2025-01-24,PRD001,ST01,318.0,3395.0,0,0
2025-01-25,PRD001,ST01,326.0,3210.83,0,1
2025-01-26,PRD001,ST01,350.0,3376.47,0,1
2025-01-27,PRD001,ST01,316.0,3350.83,0,0
2025-01-28,PRD001,ST01,376.0,3828.33,0,0
2025-01-29,PRD001,ST01,370.0,3052.16,0,0
2025-01-30,PRD001,ST01,338.0,3396.9,0,0
2025-01-31,PRD001,ST01,307.0,3446.26,0,0
2025-02-01,PRD001,ST01,396.0,3895.44,1,1
2025-02-02,PRD001,ST01,377.0,3094.35,1,1
2025-02-03,PRD001,ST01,360.0,4012.24,0,0
2025-02-04,PRD001,ST01,330.0,2905.8,0,0
2025-02-05,PRD001,ST01,349.0,3153.03,0,0
2025-02-06,PRD001,ST01,351.0,3039.25,0,0
2025-02-07,PRD001,ST01,339.0,3159.77,0,0
2025-02-08,PRD001,ST01,345.0,3804.32,0,1
2025-02-09,PRD001,ST01,365.0,3678.3,0,1
2025-02-10,PRD001,ST01,362.0,3192.67,1,0
2025-02-11,PRD001,ST01,358.0,4121.05,0,0
2025-02-12,PRD001,ST01,366.0,4215.71,0,0
2025-02-13,PRD001,ST01,364.0,4179.56,0,0
2025-02-14,PRD001,ST01,355.0,3179.09,0,0
2025-02-15,PRD001,ST01,340.0,3333.69,0,1
2025-02-16,PRD001,ST01,368.0,4393.9,1,1
2025-02-17,PRD001,ST01,372.0,4124.75,0,0
2025-02-18,PRD001,ST01,401.0,3251.58,1,0
2025-02-19,PRD001,ST01,358.0,2957.37,0,0
2025-02-20,PRD001,ST01,385.0,3794.45,0,0
2025-02-21,PRD001,ST01,352.0,4096.18,0,0
2025-02-22,PRD001,ST01,380.0,3858.83,0,1
2025-02-23,PRD001,ST01,397.0,3966.53,1,1
2025-02-24,PRD001,ST01,419.0,3528.77,1,0
2025-02-25,PRD001,ST01,397.0,4218.97,0,0
2025-02-26,PRD001,ST01,371.0,4188.0,0,0
2025-02-27,PRD001,ST01,382.0,3637.28,0,0
2025-02-28,PRD001,ST01,394.0,4374.36,1,0
2025-03-01,PRD001,ST01,388.0,4600.87,0,1
2025-03-02,PRD001,ST01,356.0,3138.16,0,1
2025-03-03,PRD001,ST01,373.0,3764.81,0,0
2025-03-04,PRD001,ST01,391.0,3577.08,0,0
2025-03-05,PRD001,ST01,353.0,3943.51,0,0
2025-03-06,PRD001,ST01,354.0,3649.87,0,0
2025-03-07,PRD001,ST01,358.0,3772.72,1,0
2025-03-08,PRD001,ST01,368.0,4118.53,0,1
2025-03-09,PRD001,ST01,386.0,3699.38,0,1
2025-03-10,PRD001,ST01,420.0,4897.35,1,0
2025-03-11,PRD001,ST01,381.0,3860.34,0,0
2025-03-12,PRD001,ST01,437.0,3772.11,1,0
2025-03-13,PRD001,ST01,355.0,3828.18,0,0
2025-03-14,PRD001,ST01,337.0,3765.32,0,0
2025-03-15,PRD001,ST01,404.0,3743.89,1,1
2025-03-16,PRD001,ST01,384.0,4388.63,0,1
2025-03-17,PRD001,ST01,370.0,4301.09,0,0
2025-03-18,PRD001,ST01,352.0,3205.88,0,0
2025-03-19,PRD001,ST01,385.0,4594.62,0,0
2025-03-20,PRD001,ST01,359.0,3074.06,0,0
2025-03-21,PRD001,ST01,376.0,3311.83,0,0
2025-03-22,PRD001,ST01,414.0,3617.08,1,1
2025-03-23,PRD001,ST01,368.0,4259.95,0,1
2025-03-24,PRD001,ST01,366.0,3885.88,0,0
2025-03-25,PRD001,ST01,370.0,3185.11,0,0
2025-03-26,PRD001,ST01,388.0,3787.38,0,0
2025-03-27,PRD001,ST01,396.0,4142.63,0,0
2025-03-28,PRD001,ST01,384.0,3200.2,1,0
2025-03-29,PRD001,ST01,389.0,4485.04,0,1
2025-03-30,PRD001,ST01,376.0,4216.62,0,1
2025-03-31,PRD001,ST01,365.0,3657.6,0,0
2025-04-01,PRD001,ST01,387.0,4593.11,0,0
2025-04-02,PRD001,ST01,376.0,3636.31,0,0
2025-04-03,PRD001,ST01,376.0,4488.1,0,0
2025-04-04,PRD001,ST01,353.0,3767.1,0,0
2025-04-05,PRD001,ST01,413.0,4352.48,0,1
2025-04-06,PRD001,ST01,387.0,3352.9,0,1
2025-04-07,PRD001,ST01,368.0,4242.2,0,0
2025-04-08,PRD001,ST01,394.0,3825.72,0,0
2025-04-09,PRD001,ST01,392.0,3390.38,0,0
2025-04-10,PRD001,ST01,382.0,3075.26,0,0
2025-04-11,PRD001,ST01,382.0,3911.31,0,0
2025-04-12,PRD001,ST01,396.0,4003.4,0,1
2025-04-13,PRD001,ST01,380.0,4133.42,0,1
2025-04-14,PRD001,ST01,371.0,4289.14,0,0
2025-04-15,PRD001,ST01,387.0,3218.92,0,0
2025-04-16,PRD001,ST01,360.0,3933.35,0,0
2025-04-17,PRD001,ST01,364.0,3184.87,0,0
2025-04-18,PRD001,ST01,424.0,4847.47,1,0
2025-04-19,PRD001,ST01,410.0,4623.26,0,1
2025-04-20,PRD001,ST01,385.0,3912.82,0,1
2025-04-21,PRD001,ST01,389.0,4217.14,0,0
2025-04-22,PRD001,ST01,397.0,3675.19,0,0
2025-04-23,PRD001,ST01,441.0,4359.14,0,0
2025-04-24,PRD001,ST01,434.0,4898.36,1,0
